time	channel1	channel2	channel3	channel4	channel5	channel6	channel7	channel8	class
55	-2e-05	-2e-05	-1e-05	-3e-05	-2e-05	0	0	-2e-05	0
56	-1e-05	-1e-05	0	-3e-05	0	1e-05	-1e-05	-1e-05	0
57	-1e-05	-1e-05	0	-3e-05	0	1e-05	-1e-05	-1e-05	0
58	-1e-05	-1e-05	0	-3e-05	0	1e-05	-1e-05	-1e-05	0
59	-1e-05	-1e-05	0	-3e-05	0	1e-05	-1e-05	-1e-05	0
60	-1e-05	-1e-05	0	-3e-05	0	1e-05	-1e-05	-1e-05	0
61	-1e-05	-1e-05	0	-3e-05	0	1e-05	-1e-05	-1e-05	0
62	-1e-05	-1e-05	0	-3e-05	0	1e-05	-1e-05	-1e-05	0
63	-1e-05	-1e-05	0	-3e-05	0	1e-05	-1e-05	-1e-05	0
64	-1e-05	-1e-05	0	-3e-05	0	1e-05	-1e-05	-1e-05	0
65	-1e-05	-1e-05	0	-3e-05	0	1e-05	-1e-05	-1e-05	0
66	-1e-05	-1e-05	0	-3e-05	0	1e-05	-1e-05	-1e-05	0
67	-1e-05	-1e-05	0	-3e-05	0	1e-05	-1e-05	-1e-05	0
68	-1e-05	-1e-05	0	-3e-05	0	1e-05	-1e-05	-1e-05	0
69	-1e-05	-1e-05	0	-3e-05	0	1e-05	-1e-05	-1e-05	0
70	-2e-05	0	1e-05	4e-05	1e-05	0	-2e-05	0	0
71	-2e-05	0	1e-05	4e-05	1e-05	0	-2e-05	0	0
72	-1e-05	-2e-05	0	1e-05	-1e-05	0	-2e-05	0	0
73	-1e-05	-2e-05	0	1e-05	-1e-05	0	-2e-05	0	0
74	-1e-05	-2e-05	0	1e-05	-1e-05	0	-2e-05	0	0
75	-1e-05	-2e-05	0	1e-05	-1e-05	0	-2e-05	0	0
76	-1e-05	-2e-05	0	1e-05	-1e-05	0	-2e-05	0	0
77	-1e-05	-2e-05	0	1e-05	-1e-05	0	-2e-05	0	0
78	-1e-05	-2e-05	0	1e-05	-1e-05	0	-2e-05	0	0
79	-1e-05	-2e-05	0	1e-05	-1e-05	0	-2e-05	0	0
80	-1e-05	-2e-05	0	1e-05	-1e-05	0	-2e-05	0	0
81	-1e-05	-2e-05	0	1e-05	-1e-05	0	-2e-05	0	0
82	-1e-05	-2e-05	0	1e-05	-1e-05	0	-2e-05	0	0
83	-1e-05	-2e-05	0	1e-05	-1e-05	0	-2e-05	0	0
84	-1e-05	-2e-05	0	1e-05	-1e-05	0	-2e-05	0	0
85	-1e-05	-2e-05	0	1e-05	-1e-05	0	-2e-05	0	0
87	-1e-05	-2e-05	0	1e-05	-1e-05	0	-2e-05	0	0
90	-1e-05	-2e-05	0	1e-05	-1e-05	0	-2e-05	0	0
91	-1e-05	-2e-05	0	1e-05	-1e-05	0	-2e-05	0	0
92	-3e-05	-2e-05	-1e-05	0	0	-1e-05	-1e-05	-1e-05	0
93	-3e-05	-2e-05	-1e-05	0	0	-1e-05	-1e-05	-1e-05	0
94	0	1e-05	-1e-05	2e-05	0	-1e-05	3e-05	0	0
95	0	1e-05	-1e-05	2e-05	0	-1e-05	3e-05	0	0
96	0	1e-05	-1e-05	2e-05	0	-1e-05	3e-05	0	0
97	0	1e-05	-1e-05	2e-05	0	-1e-05	3e-05	0	0
98	0	1e-05	-1e-05	2e-05	0	-1e-05	3e-05	0	0
99	0	1e-05	-1e-05	2e-05	0	-1e-05	3e-05	0	0
100	0	1e-05	-1e-05	2e-05	0	-1e-05	3e-05	0	0
101	0	1e-05	-1e-05	2e-05	0	-1e-05	3e-05	0	0
102	0	1e-05	-1e-05	2e-05	0	-1e-05	3e-05	0	0
103	0	1e-05	-1e-05	2e-05	0	-1e-05	3e-05	0	0
104	0	1e-05	-1e-05	2e-05	0	-1e-05	3e-05	0	0
105	0	1e-05	-1e-05	2e-05	0	-1e-05	3e-05	0	0
106	0	1e-05	-1e-05	2e-05	0	-1e-05	3e-05	0	0
107	0	1e-05	-1e-05	2e-05	0	-1e-05	3e-05	0	0
108	0	1e-05	-1e-05	2e-05	0	-1e-05	3e-05	0	0
109	0	1e-05	-1e-05	2e-05	0	-1e-05	3e-05	0	0
110	0	1e-05	-1e-05	2e-05	0	-1e-05	3e-05	0	0
111	0	1e-05	-1e-05	2e-05	0	-1e-05	3e-05	0	0
112	0	1e-05	-1e-05	2e-05	0	-1e-05	3e-05	0	0
113	0	1e-05	-1e-05	2e-05	0	-1e-05	3e-05	0	0
114	0	1e-05	-1e-05	2e-05	0	-1e-05	3e-05	0	0
115	-7e-05	-9e-05	-0.00012	-0.00016	-4e-05	-2e-05	-2e-05	-2e-05	0
116	0	3e-05	4e-05	8e-05	0	1e-05	-1e-05	-1e-05	0
117	1e-05	3e-05	4e-05	-2e-05	2e-05	0	0	-2e-05	0
118	1e-05	3e-05	4e-05	-2e-05	2e-05	0	0	-2e-05	0
119	1e-05	3e-05	4e-05	-2e-05	2e-05	0	0	-2e-05	0
120	1e-05	3e-05	4e-05	-2e-05	2e-05	0	0	-2e-05	0
121	1e-05	3e-05	4e-05	-2e-05	2e-05	0	0	-2e-05	0
122	1e-05	3e-05	4e-05	-2e-05	2e-05	0	0	-2e-05	0
123	1e-05	3e-05	4e-05	-2e-05	2e-05	0	0	-2e-05	0
124	1e-05	3e-05	4e-05	-2e-05	2e-05	0	0	-2e-05	0
125	1e-05	3e-05	4e-05	-2e-05	2e-05	0	0	-2e-05	0
126	1e-05	3e-05	4e-05	-2e-05	2e-05	0	0	-2e-05	0
127	1e-05	3e-05	4e-05	-2e-05	2e-05	0	0	-2e-05	0
128	1e-05	3e-05	4e-05	-2e-05	2e-05	0	0	-2e-05	0
129	1e-05	3e-05	4e-05	-2e-05	2e-05	0	0	-2e-05	0
130	0	2e-05	1e-05	-1e-05	-2e-05	-1e-05	-1e-05	0	0
131	0	-3e-05	-2e-05	-6e-05	-2e-05	-3e-05	-1e-05	-3e-05	0
132	0	-3e-05	-2e-05	-6e-05	-2e-05	-3e-05	-1e-05	-3e-05	0
133	0	-3e-05	-2e-05	-6e-05	-2e-05	-3e-05	-1e-05	-3e-05	0
134	0	-3e-05	-2e-05	-6e-05	-2e-05	-3e-05	-1e-05	-3e-05	0
135	0	-3e-05	-2e-05	-6e-05	-2e-05	-3e-05	-1e-05	-3e-05	0
136	0	-3e-05	-2e-05	-6e-05	-2e-05	-3e-05	-1e-05	-3e-05	0
139	0	-3e-05	-2e-05	-6e-05	-2e-05	-3e-05	-1e-05	-3e-05	0
140	0	-3e-05	-2e-05	-6e-05	-2e-05	-3e-05	-1e-05	-3e-05	0
141	0	-3e-05	-2e-05	-6e-05	-2e-05	-3e-05	-1e-05	-3e-05	0
142	0	-3e-05	-2e-05	-6e-05	-2e-05	-3e-05	-1e-05	-3e-05	0
143	0	-3e-05	-2e-05	-6e-05	-2e-05	-3e-05	-1e-05	-3e-05	0
144	0	-3e-05	-2e-05	-6e-05	-2e-05	-3e-05	-1e-05	-3e-05	0
145	0	-3e-05	-2e-05	-6e-05	-2e-05	-3e-05	-1e-05	-3e-05	0
146	0	-3e-05	-2e-05	-6e-05	-2e-05	-3e-05	-1e-05	-3e-05	0
147	0	-3e-05	-2e-05	-6e-05	-2e-05	-3e-05	-1e-05	-3e-05	0
148	0	-3e-05	-2e-05	-6e-05	-2e-05	-3e-05	-1e-05	-3e-05	0
149	0	-3e-05	-2e-05	-6e-05	-2e-05	-3e-05	-1e-05	-3e-05	0
150	0	-3e-05	-2e-05	-6e-05	-2e-05	-3e-05	-1e-05	-3e-05	0
151	0	-3e-05	-2e-05	-6e-05	-2e-05	-3e-05	-1e-05	-3e-05	0
152	-5e-05	-7e-05	-7e-05	-5e-05	-3e-05	-3e-05	3e-05	0	0
153	0	-1e-05	-1e-05	-6e-05	-1e-05	-1e-05	-3e-05	-1e-05	0
154	0	2e-05	4e-05	-1e-05	1e-05	-1e-05	0	-1e-05	0
155	0	2e-05	4e-05	-1e-05	1e-05	-1e-05	0	-1e-05	0
156	0	2e-05	4e-05	-1e-05	1e-05	-1e-05	0	-1e-05	0
157	0	2e-05	4e-05	-1e-05	1e-05	-1e-05	0	-1e-05	0
158	0	2e-05	4e-05	-1e-05	1e-05	-1e-05	0	-1e-05	0
159	0	2e-05	4e-05	-1e-05	1e-05	-1e-05	0	-1e-05	0
160	0	2e-05	4e-05	-1e-05	1e-05	-1e-05	0	-1e-05	0
161	0	2e-05	4e-05	-1e-05	1e-05	-1e-05	0	-1e-05	0
162	0	2e-05	4e-05	-1e-05	1e-05	-1e-05	0	-1e-05	0
163	0	2e-05	4e-05	-1e-05	1e-05	-1e-05	0	-1e-05	0
164	0	2e-05	4e-05	-1e-05	1e-05	-1e-05	0	-1e-05	0
165	0	2e-05	4e-05	-1e-05	1e-05	-1e-05	0	-1e-05	0
166	0	0	0	-2e-05	0	1e-05	-1e-05	0	0
167	0	0	0	-2e-05	0	1e-05	-1e-05	0	0
168	0	0	0	-2e-05	0	1e-05	-1e-05	0	0
169	0	0	0	-2e-05	0	1e-05	-1e-05	0	0
170	0	0	0	-2e-05	0	1e-05	-1e-05	0	0
171	0	0	0	-2e-05	0	1e-05	-1e-05	0	0
172	0	0	0	-2e-05	0	1e-05	-1e-05	0	0
173	0	0	0	-2e-05	0	1e-05	-1e-05	0	0
174	0	0	0	-2e-05	0	1e-05	-1e-05	0	0
175	-1e-05	-1e-05	-3e-05	2e-05	-1e-05	0	-1e-05	-1e-05	0
176	-1e-05	-1e-05	-3e-05	2e-05	-1e-05	0	-1e-05	-1e-05	0
177	-1e-05	-1e-05	-3e-05	2e-05	-1e-05	0	-1e-05	-1e-05	0
178	-1e-05	-1e-05	-3e-05	2e-05	-1e-05	0	-1e-05	-1e-05	0
179	-1e-05	-1e-05	-3e-05	2e-05	-1e-05	0	-1e-05	-1e-05	0
180	-1e-05	-1e-05	-3e-05	2e-05	-1e-05	0	-1e-05	-1e-05	0
181	-1e-05	-1e-05	-3e-05	2e-05	-1e-05	0	-1e-05	-1e-05	0
182	-1e-05	-1e-05	-3e-05	2e-05	-1e-05	0	-1e-05	-1e-05	0
183	-1e-05	-1e-05	-3e-05	2e-05	-1e-05	0	-1e-05	-1e-05	0
184	-1e-05	-1e-05	-3e-05	2e-05	-1e-05	0	-1e-05	-1e-05	0
185	-1e-05	-1e-05	-3e-05	2e-05	-1e-05	0	-1e-05	-1e-05	0
186	-1e-05	-1e-05	-3e-05	2e-05	-1e-05	0	-1e-05	-1e-05	0
189	-1e-05	-1e-05	-3e-05	2e-05	-1e-05	0	-1e-05	-1e-05	0
190	-1e-05	2e-05	1e-05	6e-05	2e-05	0	0	-1e-05	0
191	-1e-05	0	0	3e-05	-1e-05	-1e-05	-2e-05	1e-05	0
192	-1e-05	0	0	3e-05	-1e-05	-1e-05	-2e-05	1e-05	0
193	-1e-05	0	0	3e-05	-1e-05	-1e-05	-2e-05	1e-05	0
194	-1e-05	0	0	3e-05	-1e-05	-1e-05	-2e-05	1e-05	0
195	-1e-05	0	0	3e-05	-1e-05	-1e-05	-2e-05	1e-05	0
196	-1e-05	0	0	3e-05	-1e-05	-1e-05	-2e-05	1e-05	0
197	-1e-05	0	0	3e-05	-1e-05	-1e-05	-2e-05	1e-05	0
198	-1e-05	0	0	3e-05	-1e-05	-1e-05	-2e-05	1e-05	0
199	-1e-05	0	0	3e-05	-1e-05	-1e-05	-2e-05	1e-05	0
200	-1e-05	0	0	3e-05	-1e-05	-1e-05	-2e-05	1e-05	0
201	-1e-05	0	0	3e-05	-1e-05	-1e-05	-2e-05	1e-05	0
202	-1e-05	0	0	3e-05	-1e-05	-1e-05	-2e-05	1e-05	0
203	-1e-05	0	0	3e-05	-1e-05	-1e-05	-2e-05	1e-05	0
204	-1e-05	0	0	3e-05	-1e-05	-1e-05	-2e-05	1e-05	0
205	-1e-05	0	0	3e-05	-1e-05	-1e-05	-2e-05	1e-05	0
206	-1e-05	0	0	3e-05	-1e-05	-1e-05	-2e-05	1e-05	0
207	-1e-05	0	0	3e-05	-1e-05	-1e-05	-2e-05	1e-05	0
208	-1e-05	0	0	3e-05	-1e-05	-1e-05	-2e-05	1e-05	0
209	-1e-05	0	0	3e-05	-1e-05	-1e-05	-2e-05	1e-05	0
210	-1e-05	0	0	3e-05	-1e-05	-1e-05	-2e-05	1e-05	0
211	-1e-05	0	0	3e-05	-1e-05	-1e-05	-2e-05	1e-05	0
212	2e-05	1e-05	0	-3e-05	-1e-05	-1e-05	-2e-05	0	0
213	0	0	1e-05	3e-05	0	1e-05	-1e-05	-1e-05	0
214	-2e-05	-4e-05	-5e-05	-3e-05	-3e-05	-3e-05	-1e-05	-1e-05	0
215	-2e-05	-4e-05	-5e-05	-3e-05	-3e-05	-3e-05	-1e-05	-1e-05	0
216	-2e-05	-4e-05	-5e-05	-3e-05	-3e-05	-3e-05	-1e-05	-1e-05	0
217	-2e-05	-4e-05	-5e-05	-3e-05	-3e-05	-3e-05	-1e-05	-1e-05	0
218	-2e-05	-4e-05	-5e-05	-3e-05	-3e-05	-3e-05	-1e-05	-1e-05	0
219	-2e-05	-4e-05	-5e-05	-3e-05	-3e-05	-3e-05	-1e-05	-1e-05	0
220	-2e-05	-4e-05	-5e-05	-3e-05	-3e-05	-3e-05	-1e-05	-1e-05	0
221	-2e-05	-4e-05	-5e-05	-3e-05	-3e-05	-3e-05	-1e-05	-1e-05	0
222	-2e-05	-4e-05	-5e-05	-3e-05	-3e-05	-3e-05	-1e-05	-1e-05	0
223	-2e-05	-4e-05	-5e-05	-3e-05	-3e-05	-3e-05	-1e-05	-1e-05	0
224	-2e-05	-4e-05	-5e-05	-3e-05	-3e-05	-3e-05	-1e-05	-1e-05	0
225	-2e-05	-4e-05	-5e-05	-3e-05	-3e-05	-3e-05	-1e-05	-1e-05	0
226	2e-05	6e-05	5e-05	8e-05	1e-05	-1e-05	-1e-05	-2e-05	0
227	2e-05	6e-05	5e-05	8e-05	1e-05	-1e-05	-1e-05	-2e-05	0
228	2e-05	6e-05	5e-05	8e-05	1e-05	-1e-05	-1e-05	-2e-05	0
229	2e-05	6e-05	5e-05	8e-05	1e-05	-1e-05	-1e-05	-2e-05	0
230	2e-05	6e-05	5e-05	8e-05	1e-05	-1e-05	-1e-05	-2e-05	0
231	2e-05	6e-05	5e-05	8e-05	1e-05	-1e-05	-1e-05	-2e-05	0
232	2e-05	6e-05	5e-05	8e-05	1e-05	-1e-05	-1e-05	-2e-05	0
233	2e-05	6e-05	5e-05	8e-05	1e-05	-1e-05	-1e-05	-2e-05	0
234	2e-05	6e-05	5e-05	8e-05	1e-05	-1e-05	-1e-05	-2e-05	0
235	-4e-05	-8e-05	-0.0001	-4e-05	-3e-05	0	-1e-05	2e-05	0
237	-4e-05	-8e-05	-0.0001	-4e-05	-3e-05	0	-1e-05	2e-05	0
240	-4e-05	-8e-05	-0.0001	-4e-05	-3e-05	0	-1e-05	2e-05	0
241	-4e-05	-8e-05	-0.0001	-4e-05	-3e-05	0	-1e-05	2e-05	0
242	-4e-05	-8e-05	-0.0001	-4e-05	-3e-05	0	-1e-05	2e-05	0
243	-4e-05	-8e-05	-0.0001	-4e-05	-3e-05	0	-1e-05	2e-05	0
244	-4e-05	-8e-05	-0.0001	-4e-05	-3e-05	0	-1e-05	2e-05	0
245	-4e-05	-8e-05	-0.0001	-4e-05	-3e-05	0	-1e-05	2e-05	0
247	-4e-05	-8e-05	-0.0001	-4e-05	-3e-05	0	-1e-05	2e-05	0
248	-4e-05	-8e-05	-0.0001	-4e-05	-3e-05	0	-1e-05	2e-05	0
249	-4e-05	-8e-05	-0.0001	-4e-05	-3e-05	0	-1e-05	2e-05	0
250	-2e-05	-3e-05	-4e-05	-5e-05	-2e-05	0	0	-1e-05	0
251	2e-05	4e-05	4e-05	-3e-05	-2e-05	0	-1e-05	-1e-05	0
252	2e-05	4e-05	4e-05	-3e-05	-2e-05	0	-1e-05	-1e-05	0
253	2e-05	4e-05	4e-05	-3e-05	-2e-05	0	-1e-05	-1e-05	0
256	2e-05	4e-05	4e-05	-3e-05	-2e-05	0	-1e-05	-1e-05	0
257	2e-05	4e-05	4e-05	-3e-05	-2e-05	0	-1e-05	-1e-05	0
258	2e-05	4e-05	4e-05	-3e-05	-2e-05	0	-1e-05	-1e-05	0
259	2e-05	4e-05	4e-05	-3e-05	-2e-05	0	-1e-05	-1e-05	0
260	2e-05	4e-05	4e-05	-3e-05	-2e-05	0	-1e-05	-1e-05	0
261	2e-05	4e-05	4e-05	-3e-05	-2e-05	0	-1e-05	-1e-05	0
263	2e-05	4e-05	4e-05	-3e-05	-2e-05	0	-1e-05	-1e-05	0
264	2e-05	4e-05	4e-05	-3e-05	-2e-05	0	-1e-05	-1e-05	0
265	2e-05	4e-05	4e-05	-3e-05	-2e-05	0	-1e-05	-1e-05	0
266	2e-05	4e-05	4e-05	-3e-05	-2e-05	0	-1e-05	-1e-05	0
267	2e-05	4e-05	4e-05	-3e-05	-2e-05	0	-1e-05	-1e-05	0
268	2e-05	4e-05	4e-05	-3e-05	-2e-05	0	-1e-05	-1e-05	0
269	2e-05	4e-05	4e-05	-3e-05	-2e-05	0	-1e-05	-1e-05	0
270	2e-05	4e-05	4e-05	-3e-05	-2e-05	0	-1e-05	-1e-05	0
271	2e-05	4e-05	4e-05	-3e-05	-2e-05	0	-1e-05	-1e-05	0
272	-1e-05	-4e-05	-2e-05	-3e-05	0	1e-05	-2e-05	-1e-05	0
273	-1e-05	-4e-05	-2e-05	-3e-05	0	1e-05	-2e-05	-1e-05	0
274	0	-2e-05	0	-3e-05	-3e-05	0	0	-1e-05	0
275	0	-2e-05	0	-3e-05	-3e-05	0	0	-1e-05	0
276	0	-2e-05	0	-3e-05	-3e-05	0	0	-1e-05	0
277	0	-2e-05	0	-3e-05	-3e-05	0	0	-1e-05	0
279	0	-2e-05	0	-3e-05	-3e-05	0	0	-1e-05	0
280	0	-2e-05	0	-3e-05	-3e-05	0	0	-1e-05	0
281	0	-2e-05	0	-3e-05	-3e-05	0	0	-1e-05	0
282	0	-2e-05	0	-3e-05	-3e-05	0	0	-1e-05	0
283	0	-2e-05	0	-3e-05	-3e-05	0	0	-1e-05	0
284	0	-2e-05	0	-3e-05	-3e-05	0	0	-1e-05	0
285	0	-2e-05	0	-3e-05	-3e-05	0	0	-1e-05	0
286	-1e-05	-2e-05	-1e-05	0	-2e-05	-1e-05	-2e-05	-2e-05	0
289	-1e-05	-2e-05	-1e-05	0	-2e-05	-1e-05	-2e-05	-2e-05	0
290	-1e-05	-2e-05	-1e-05	0	-2e-05	-1e-05	-2e-05	-2e-05	0
291	-1e-05	-2e-05	-1e-05	0	-2e-05	-1e-05	-2e-05	-2e-05	0
292	-1e-05	-2e-05	-1e-05	0	-2e-05	-1e-05	-2e-05	-2e-05	0
293	-1e-05	-2e-05	-1e-05	0	-2e-05	-1e-05	-2e-05	-2e-05	0
294	-1e-05	-2e-05	-1e-05	0	-2e-05	-1e-05	-2e-05	-2e-05	0
295	1e-05	0	0	5e-05	1e-05	-3e-05	-2e-05	-2e-05	0
296	1e-05	0	0	5e-05	1e-05	-3e-05	-2e-05	-2e-05	0
297	1e-05	0	0	5e-05	1e-05	-3e-05	-2e-05	-2e-05	0
298	1e-05	0	0	5e-05	1e-05	-3e-05	-2e-05	-2e-05	0
299	1e-05	0	0	5e-05	1e-05	-3e-05	-2e-05	-2e-05	0
300	1e-05	0	0	5e-05	1e-05	-3e-05	-2e-05	-2e-05	0
301	1e-05	0	0	5e-05	1e-05	-3e-05	-2e-05	-2e-05	0
302	1e-05	0	0	5e-05	1e-05	-3e-05	-2e-05	-2e-05	0
303	1e-05	0	0	5e-05	1e-05	-3e-05	-2e-05	-2e-05	0
304	1e-05	0	0	5e-05	1e-05	-3e-05	-2e-05	-2e-05	0
305	1e-05	0	0	5e-05	1e-05	-3e-05	-2e-05	-2e-05	0
306	1e-05	0	0	5e-05	1e-05	-3e-05	-2e-05	-2e-05	0
307	1e-05	0	0	5e-05	1e-05	-3e-05	-2e-05	-2e-05	0
308	1e-05	0	0	5e-05	1e-05	-3e-05	-2e-05	-2e-05	0
309	1e-05	0	0	5e-05	1e-05	-3e-05	-2e-05	-2e-05	0
310	1e-05	-1e-05	-1e-05	3e-05	0	0	1e-05	0	0
311	0	3e-05	4e-05	-2e-05	0	-1e-05	-1e-05	-3e-05	0
312	0	3e-05	4e-05	-2e-05	0	-1e-05	-1e-05	-3e-05	0
313	0	3e-05	4e-05	-2e-05	0	-1e-05	-1e-05	-3e-05	0
314	0	3e-05	4e-05	-2e-05	0	-1e-05	-1e-05	-3e-05	0
315	0	3e-05	4e-05	-2e-05	0	-1e-05	-1e-05	-3e-05	0
316	0	3e-05	4e-05	-2e-05	0	-1e-05	-1e-05	-3e-05	0
317	0	3e-05	4e-05	-2e-05	0	-1e-05	-1e-05	-3e-05	0
318	0	3e-05	4e-05	-2e-05	0	-1e-05	-1e-05	-3e-05	0
319	0	3e-05	4e-05	-2e-05	0	-1e-05	-1e-05	-3e-05	0
320	0	3e-05	4e-05	-2e-05	0	-1e-05	-1e-05	-3e-05	0
321	0	3e-05	4e-05	-2e-05	0	-1e-05	-1e-05	-3e-05	0
322	0	3e-05	4e-05	-2e-05	0	-1e-05	-1e-05	-3e-05	0
323	0	3e-05	4e-05	-2e-05	0	-1e-05	-1e-05	-3e-05	0
324	0	3e-05	4e-05	-2e-05	0	-1e-05	-1e-05	-3e-05	0
325	0	3e-05	4e-05	-2e-05	0	-1e-05	-1e-05	-3e-05	0
326	0	3e-05	4e-05	-2e-05	0	-1e-05	-1e-05	-3e-05	0
327	0	3e-05	4e-05	-2e-05	0	-1e-05	-1e-05	-3e-05	0
328	0	3e-05	4e-05	-2e-05	0	-1e-05	-1e-05	-3e-05	0
329	0	3e-05	4e-05	-2e-05	0	-1e-05	-1e-05	-3e-05	0
330	0	3e-05	4e-05	-2e-05	0	-1e-05	-1e-05	-3e-05	0
331	0	3e-05	4e-05	-2e-05	0	-1e-05	-1e-05	-3e-05	0
332	-1e-05	-2e-05	-4e-05	-0.00011	-2e-05	0	0	0	0
333	-1e-05	-2e-05	-4e-05	-0.00011	-2e-05	0	0	0	0
334	-1e-05	0	2e-05	-1e-05	-1e-05	-2e-05	0	-1e-05	0
335	-1e-05	0	2e-05	-1e-05	-1e-05	-2e-05	0	-1e-05	0
336	-1e-05	0	2e-05	-1e-05	-1e-05	-2e-05	0	-1e-05	0
339	-1e-05	0	2e-05	-1e-05	-1e-05	-2e-05	0	-1e-05	0
340	-1e-05	0	2e-05	-1e-05	-1e-05	-2e-05	0	-1e-05	0
341	-1e-05	0	2e-05	-1e-05	-1e-05	-2e-05	0	-1e-05	0
342	-1e-05	0	2e-05	-1e-05	-1e-05	-2e-05	0	-1e-05	0
343	-1e-05	0	2e-05	-1e-05	-1e-05	-2e-05	0	-1e-05	0
344	-1e-05	0	2e-05	-1e-05	-1e-05	-2e-05	0	-1e-05	0
345	-1e-05	0	2e-05	-1e-05	-1e-05	-2e-05	0	-1e-05	0
346	-2e-05	-2e-05	-2e-05	-3e-05	0	-1e-05	0	0	0
347	-2e-05	-2e-05	-2e-05	-3e-05	0	-1e-05	0	0	0
348	-2e-05	-2e-05	-2e-05	-3e-05	0	-1e-05	0	0	0
349	-2e-05	-2e-05	-2e-05	-3e-05	0	-1e-05	0	0	0
351	-2e-05	-2e-05	-2e-05	-3e-05	0	-1e-05	0	0	0
352	-2e-05	-2e-05	-2e-05	-3e-05	0	-1e-05	0	0	0
353	-2e-05	-2e-05	-2e-05	-3e-05	0	-1e-05	0	0	0
354	-2e-05	-2e-05	-2e-05	-3e-05	0	-1e-05	0	0	0
355	0	1e-05	2e-05	5e-05	0	0	-1e-05	0	0
356	0	1e-05	2e-05	5e-05	0	0	-1e-05	0	0
357	0	1e-05	2e-05	5e-05	0	0	-1e-05	0	0
358	0	1e-05	2e-05	5e-05	0	0	-1e-05	0	0
359	0	1e-05	2e-05	5e-05	0	0	-1e-05	0	0
360	0	1e-05	2e-05	5e-05	0	0	-1e-05	0	0
